id,Price
300000,81.7966
300001,83.53754
300002,82.3759
300003,81.01143
300004,78.94264
300005,81.847786
300006,81.606285
300007,83.250145
300008,82.19362
300009,80.94783
300010,80.381256
300011,80.59125
300012,82.16457
300013,83.25746
300014,81.06033
300015,82.63408
300016,81.4872
300017,82.07055
300018,81.13504
300019,82.546005
300020,83.60162
300021,81.38104
300022,80.10331
300023,81.65149
300024,83.26724
300025,81.0868
300026,81.36025
300027,80.90059
300028,80.79164
300029,83.32452
300030,83.71086
300031,80.708694
300032,82.72596
300033,81.55152
300034,80.675644
300035,82.65819
300036,82.23788
300037,83.10567
300038,79.483284
300039,81.16387
300040,81.64946
300041,81.95899
300042,83.451
300043,82.15201
300044,83.23138
300045,78.838844
300046,81.68042
300047,81.410934
300048,84.77867
300049,80.41291
300050,78.78121
300051,80.892395
300052,81.993484
300053,81.37326
300054,82.61244
300055,79.86236
300056,81.16195
300057,80.89136
300058,83.02994
300059,82.41198
300060,81.1414
300061,82.22578
300062,80.42496
300063,80.73424
300064,79.09844
300065,80.48452
300066,82.82287
300067,81.414925
300068,78.51931
300069,83.580734
300070,80.37752
300071,82.938705
300072,80.57672
300073,82.00426
300074,83.01361
300075,80.637566
300076,79.855995
300077,78.83203
300078,83.149895
300079,80.437744
300080,78.659386
300081,81.97725
300082,80.84189
300083,80.25098
300084,81.286
300085,81.33905
300086,80.114334
300087,81.09949
300088,81.36304
300089,83.83597
300090,81.81488
300091,81.37424
300092,80.956894
300093,81.09134
300094,80.72734
300095,82.535416
300096,80.17252
300097,80.52929
300098,83.00739
300099,82.548065
300100,81.95571
300101,81.40204
300102,83.633575
300103,79.258545
300104,82.98785
300105,83.26734
300106,82.171234
300107,81.24245
300108,81.0786
300109,82.28244
300110,81.501976
300111,76.56488
300112,81.69794
300113,80.21763
300114,83.4963
300115,80.90257
300116,81.67198
300117,83.4198
300118,81.211754
300119,79.166916
300120,80.17523
300121,80.34944
300122,81.40593
300123,81.0447
300124,83.19937
300125,80.64235
300126,81.54935
300127,81.128456
300128,81.2652
300129,80.63512
300130,82.36331
300131,80.43392
300132,82.18728
300133,81.27478
300134,81.9234
300135,82.689835
300136,80.84915
300137,81.1687
300138,81.27483
300139,82.24526
300140,81.19852
300141,82.26422
300142,81.68654
300143,82.63932
300144,80.41927
300145,83.06438
300146,82.19798
300147,82.746284
300148,82.49207
300149,81.487015
300150,83.391754
300151,81.103424
300152,81.157295
300153,81.851166
300154,80.509544
300155,81.21298
300156,85.00752
300157,80.92556
300158,82.96561
300159,83.70472
300160,81.6566
300161,80.88815
300162,81.06923
300163,80.90842
300164,80.013245
300165,82.421036
300166,82.01461
300167,80.96822
300168,80.162224
300169,79.53114
300170,81.21282
300171,79.82854
300172,82.021515
300173,81.02309
300174,80.74036
300175,72.49154
300176,83.06214
300177,80.02889
300178,80.45855
300179,82.72031
300180,84.75896
300181,81.918076
300182,79.89557
300183,80.33447
300184,83.09765
300185,81.11599
300186,81.58229
300187,82.19226
300188,81.65635
300189,84.07015
300190,81.18154
300191,81.82296
300192,82.51542
300193,80.733734
300194,82.026245
300195,81.946396
300196,80.92036
300197,81.08664
300198,81.02986
300199,80.3672
300200,81.56592
300201,82.90505
300202,80.93622
300203,81.538925
300204,78.656555
300205,81.54519
300206,78.74396
300207,78.36264
300208,79.46605
300209,82.327995
300210,79.61938
300211,81.31116
300212,81.67652
300213,81.928925
300214,86.57316
300215,74.346275
300216,79.68626
300217,77.393776
300218,82.04705
300219,82.49752
300220,79.34994
300221,82.48518
300222,82.491714
300223,80.4893
300224,81.52543
300225,82.23207
300226,81.14818
300227,80.119675
300228,83.17447
300229,81.5464
300230,83.28243
300231,81.33681
300232,82.68393
300233,81.115715
300234,83.03607
300235,81.26342
300236,80.33775
300237,81.64432
300238,83.07521
300239,79.54305
300240,82.69705
300241,82.27857
300242,83.17614
300243,77.593445
300244,80.49222
300245,81.04001
300246,80.19582
300247,82.69646
300248,83.27779
300249,83.11267
300250,79.73113
300251,83.479866
300252,81.30263
300253,79.842354
300254,84.00935
300255,81.97438
300256,83.82569
300257,82.67051
300258,81.06267
300259,83.459946
300260,82.930786
300261,80.71282
300262,83.25233
300263,82.92141
300264,82.2997
300265,80.17557
300266,81.58028
300267,81.82025
300268,81.9883
300269,79.920944
300270,81.628174
300271,80.86795
300272,81.11197
300273,81.28285
300274,81.48949
300275,81.82872
300276,81.3017
300277,80.74086
300278,81.544655
300279,81.40251
300280,81.144806
300281,72.80484
300282,81.36929
300283,82.58087
300284,82.742035
300285,80.84981
300286,82.15497
300287,81.936264
300288,80.01976
300289,80.3502
300290,83.90961
300291,83.114746
300292,81.64812
300293,81.246
300294,82.02159
300295,81.16818
300296,81.42846
300297,80.42483
300298,78.97264
300299,81.33055
300300,81.363014
300301,80.268036
300302,79.60923
300303,82.097435
300304,82.90317
300305,80.040985
300306,81.11107
300307,81.99507
300308,82.12663
300309,81.269424
300310,82.29517
300311,82.727615
300312,78.71977
300313,80.78427
300314,79.68424
300315,80.68877
300316,80.78093
300317,84.03703
300318,80.75134
300319,77.60462
300320,81.08342
300321,81.191376
300322,82.014206
300323,79.7684
300324,80.899826
300325,79.6845
300326,82.95126
300327,81.480774
300328,81.803734
300329,80.59387
300330,83.571365
300331,80.85926
300332,81.78209
300333,81.21791
300334,81.27798
300335,81.935745
300336,82.72922
300337,81.38988
300338,81.980995
300339,83.96024
300340,81.22612
300341,81.23293
300342,83.41806
300343,80.42078
300344,81.27397
300345,81.791916
300346,82.92128
300347,82.57666
300348,80.07182
300349,81.00377
300350,81.52904
300351,81.285545
300352,79.08718
300353,80.58339
300354,83.23518
300355,80.46022
300356,78.35603
300357,80.244286
300358,80.501205
300359,82.81057
300360,81.93843
300361,71.957565
300362,80.436066
300363,81.18846
300364,81.58722
300365,80.46445
300366,79.1607
300367,81.51376
300368,81.739525
300369,81.04002
300370,81.98149
300371,81.39007
300372,77.91484
300373,78.963455
300374,77.564354
300375,80.73312
300376,81.58707
300377,81.51998
300378,81.47454
300379,83.03998
300380,83.167694
300381,79.05044
300382,83.88542
300383,81.22851
300384,83.00841
300385,81.24375
300386,80.66486
300387,83.87271
300388,81.89116
300389,83.563324
300390,81.322296
300391,76.31211
300392,73.047165
300393,80.77815
300394,82.86741
300395,80.91576
300396,81.4271
300397,82.879196
300398,82.99474
300399,79.75501
300400,81.51139
300401,81.60891
300402,81.9457
300403,83.87622
300404,81.62092
300405,81.17408
300406,81.358795
300407,81.934715
300408,79.29018
300409,83.010864
300410,80.48316
300411,81.71712
300412,80.0226
300413,81.13377
300414,83.311646
300415,81.34319
300416,79.62566
300417,81.69604
300418,81.66317
300419,79.97851
300420,79.60163
300421,80.75832
300422,82.27018
300423,81.31215
300424,82.7667
300425,79.20091
300426,83.66056
300427,81.42433
300428,82.182755
300429,78.87903
300430,79.006195
300431,82.504265
300432,82.22664
300433,81.25852
300434,80.79544
300435,81.40768
300436,80.04657
300437,82.28186
300438,83.52392
300439,82.073875
300440,83.80286
300441,81.065414
300442,81.67087
300443,83.330505
300444,83.22122
300445,81.69154
300446,82.156235
300447,77.76788
300448,82.093056
300449,81.85635
300450,81.25954
300451,83.00945
300452,81.23114
300453,81.31472
300454,81.43968
300455,82.16187
300456,81.35885
300457,79.30692
300458,84.45094
300459,79.93924
300460,79.97454
300461,82.76253
300462,82.966736
300463,79.57017
300464,80.69478
300465,82.49803
300466,81.51548
300467,82.056404
300468,80.871
300469,79.74681
300470,83.21471
300471,80.70696
300472,79.90636
300473,81.31485
300474,80.34328
300475,79.77522
300476,81.062454
300477,81.22789
300478,80.9975
300479,81.53847
300480,79.574455
300481,80.25569
300482,80.42082
300483,80.14789
300484,79.689705
300485,83.15205
300486,81.127396
300487,81.21109
300488,80.94287
300489,81.02756
300490,81.39835
300491,82.64868
300492,81.28876
300493,83.6673
300494,81.90369
300495,81.54639
300496,81.70342
300497,79.305534
300498,78.78018
300499,82.25789
300500,79.428505
300501,81.945786
300502,80.1515
300503,80.86661
300504,79.86772
300505,82.672844
300506,83.23444
300507,82.03553
300508,78.79123
300509,83.809784
300510,82.88981
300511,83.08411
300512,79.81637
300513,81.17172
300514,80.217224
300515,81.65082
300516,81.10942
300517,80.42937
300518,81.412926
300519,79.15135
300520,82.31383
300521,79.80182
300522,82.30579
300523,79.96997
300524,74.749146
300525,80.93798
300526,83.300476
300527,81.9176
300528,82.09563
300529,83.68413
300530,83.27436
300531,80.09119
300532,82.831856
300533,80.34578
300534,81.09377
300535,83.40806
300536,79.778885
300537,82.67132
300538,79.45885
300539,81.4583
300540,83.09874
300541,81.46727
300542,80.967415
300543,83.3306
300544,83.054535
300545,76.71673
300546,82.405266
300547,80.37364
300548,79.43921
300549,77.775635
300550,82.63031
300551,82.18024
300552,79.471344
300553,78.86449
300554,83.10418
300555,81.92278
300556,80.85365
300557,78.95564
300558,80.97546
300559,80.12939
300560,81.20267
300561,80.43767
300562,81.09593
300563,79.64426
300564,80.53556
300565,80.20717
300566,81.46618
300567,71.80974
300568,83.47243
300569,81.38302
300570,80.06012
300571,82.02809
300572,81.5475
300573,79.34898
300574,83.21327
300575,83.80342
300576,81.59396
300577,81.22064
300578,77.73575
300579,79.99646
300580,80.53609
300581,78.97647
300582,84.613174
300583,80.312256
300584,81.819336
300585,82.48194
300586,82.820786
300587,81.55376
300588,83.375275
300589,81.4926
300590,84.38343
300591,82.06632
300592,81.438644
300593,80.06398
300594,80.87249
300595,80.310905
300596,80.256226
300597,80.58933
300598,81.44765
300599,81.27097
300600,80.81233
300601,83.328064
300602,82.019295
300603,82.04794
300604,80.483536
